.0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000 .0000000000
.0000000000 -.0000010571 -.0000022817 -.0000025860 -.0000015153 .0000010466 .0000050511 .0000103729 .0000168542 .0000243265 .0000326211 .0000415746 .0000510304 .0000608391 .0000708578 .0000809487 .0000909776 .0001008123 .0001103214 .0001193730 .0001278344 .0001355717 .0001424505 .0001483369 .0001531001 .0001566145 .0001587636 .0001594444 .0001585724 .0001560866 .0001519559 .0001461843 .0001388161 .0001299409 .0001196965 .0001082708 .0000959017 .0000828751 .0000695199 .0000562017 .0000433133 .0000312638 .0000204647 .0000113129 .0000041681 -.0000006838 -.0000030947 -.0000031838 -.0000015989 .0000000000
.0000000000 -.0000022906 -.0000040579 -.0000025225 .0000036175 .0000147840 .0000308993 .0000516138 .0000764373 .0001048145 .0001361675 .0001699192 .0002055046 .0002423748 .0002799977 .0003178554 .0003554401 .0003922507 .0004277886 .0004615554 .0004930513 .0005217756 .0005472293 .0005689204 .0005863709 .0005991279 .0006067760 .0006089534 .0006053686 .0005958203 .0005802163 .0005585934 .0005311350 .0004981858 .0004602623 .0004180582 .0003724421 .0003244483 .0002752588 .0002261769 .0001785925 .0001339378 .0000936336 .0000590215 .0000312750 .0000112714 -.0000006086 -.0000048172 -.0000032114 .0000000000
.0000000000 -.0000026186 -.0000025552 .0000046327 .0000211395 .0000477338 .0000843055 .0001302216 .0001845509 .0002462057 .0003140265 .0003868337 .0004634545 .0005427367 .0006235521 .0007047949 .0007853764 .0008642193 .0009402516 .0010124028 .0010796026 .0011407828 .0011948839 .0012408662 .0012777265 .0013045198 .0013203865 .0013245843 .0013165239 .0012958080 .0012622706 .0012160162 .0011574543 .0010873291 .0010067395 .0009171468 .0008203697 .0007185622 .0006141746 .0005098960 .0004085791 .0003131443 .0002264641 .0001512189 .0000897140 .0000436339 .0000136897 -.0000009074 -.0000032549 .0000000000
.0000000000 -.0000015742 .0000035853 .0000212095 .0000542083 .0001036049 .0001691915 .0002499808 .0003445124 .0004510551 .0005677385 .0006926345 .0008238060 .0009593316 .0010973166 .0012358929 .0013732144 .0015074502 .0016367774 .0017593766 .0018734321 .0019771365 .0020687030 .0021463851 .0022085047 .0022534884 .0022799128 .0022865566 .0022724595 .0022369853 .0021798856 .0021013626 .0020021253 .0018834355 .0017471388 .0015956763 .0014320730 .0012598995 .0010832050 .0009064196 .0007342260 .0005713990 .0004226105 .0002921941 .0001838548 .0001003011 .0000427567 .0000102885 -.0000011377 .0000000000
.0000000000 .0000009917 .0000149097 .0000482481 .0001043199 .0001842110 .0002874869 .0004127057 .0005577830 .0007202463 .0008974063 .0010864698 .0012846083 .0014889976 .0016968360 .0019053487 .0021117847 .0023134097 .0025074993 .0026913355 .0028622082 .0030174248 .0031543297 .0032703343 .0033629584 .0034298845 .0034690231 .0034785893 .0034571875 .0034039021 .0033183903 .0032009708 .0030527052 .0028754625 .0026719633 .0024457950 .0022013928 .0019439821 .0016794783 .0014143422 .0011553902 .0009095578 .0006836167 .0004838390 .0003155974 .0001828829 .0000877049 .0000293256 .0000032654 .0000000000
.0000000000 .0000050805 .0000315237 .0000860283 .0001719311 .0002901234 .0004397642 .0006188231 .0008244823 .0010534281 .0013020546 .0015666024 .0018432466 .0021281496 .0024174877 .0027074603 .0029942890 .0032742119 .0035434774 .0037983425 .0040350773 .0042499808 .0044394078 .0045998114 .0047277999 .0048202100 .0048741952 .0048873286 .0048577169 .0047841216 .0046660828 .0045040389 .0042994342 .0040548062 .0037738440 .0034614080 .0031235044 .0027672065 .0024005181 .0020321779 .0016714014 .0013275635 .0010098205 .0007266713 .0004854505 .0002917424 .0001486937 .0000561947 .0000098922 .0000000000
.0000000000 .0000106302 .0000533062 .0001343991 .0002568711 .0004211256 .0006257007 .0008678158 .0011437930 .0014493704 .0017799295 .0021306525 .0024966267 .0028729082 .0032545557 .0036366448 .0040142696 .0043825380 .0047365673 .0050714846 .0053824356 .0056646060 .0059132584 .0061237872 .0062917922 .0064131725 .0064842396 .0065018482 .0064635415 .0063677058 .0062137286 .0060021512 .0057348072 .0054149347 .0050472521 .0046379856 .0041948377 .0037268882 .0032444207 .0027586730 .0022815084 .0018250120 .0014010159 .0010205551 .0006932574 .0004266625 .0002254649 .0000906658 .0000186238 .0000000000
.0000000000 .0000175545 .0000800275 .0001929798 .0003586082 .0005765236 .0008444079 .0011585502 .0015142704 .0019062436 .0023287401 .0027757959 .0032413279 .0037192053 .0042032896 .0046874518 .0051655762 .0056315573 .0060792964 .0065027047 .0068957161 .0072523152 .0075665843 .0078327710 .0080453793 .0081992853 .0082898757 .0083132082 .0082661905 .0081467698 .0079541287 .0076888742 .0073532100 .0069510787 .0064882590 .0059724045 .0054130097 .0048212935 .0042099899 .0035930437 .0029852101 .0024015631 .0018569199 .0013651920 .0009386714 .0005872609 .0003176544 .0001324699 .0000293437 .0000000000
.0000000000 .0000257617 .0001114138 .0002612780 .0004764186 .0007553514 .0010946603 .0014895119 .0019340720 .0024218302 .0029458448 .0034989195 .0040737233 .0046628677 .0052589488 .0058545663 .0064423285 .0070148490 .0075647451 .0080846421 .0085671903 .0090051000 .0093911969 .0097185038 .0099803493 .0101705044 .0102833481 .0103140589 .0102588271 .0101150843 .0098817373 .0095593991 .0091505992 .0086599604 .0080943233 .0074628022 .0067767540 .0060496480 .0052968249 .0045351391 .0037824867 .0030572237 .0023774881 .0017604424 .0012214547 .0007732380 .0004249675 .0001813923 .0000419627 .0000000000
