  0.2000E-01  0.2000E-01 -0.7069E+00  0.7073E+00
  0.2000E-01  0.4000E-01 -0.4498E+00  0.8931E+00
  0.2000E-01  0.6000E-01 -0.2875E+00  0.9578E+00
  0.2000E-01  0.8000E-01 -0.1884E+00  0.9821E+00
  0.2000E-01  0.1000E+00 -0.1233E+00  0.9924E+00
  0.2000E-01  0.1200E+00 -0.7593E-01  0.9971E+00
  0.2000E-01  0.1400E+00 -0.3666E-01  0.9993E+00
  0.2000E-01  0.1600E+00  0.1675E-02  0.1000E+01
  0.2000E-01  0.1800E+00  0.4775E-01  0.9989E+00
  0.2000E-01  0.2000E+00  0.1199E+00  0.9928E+00
  0.2000E-01  0.2200E+00  0.2840E+00  0.9588E+00
  0.2000E-01  0.2400E+00  0.8983E+00  0.4394E+00
  0.2000E-01  0.2600E+00  0.5431E+00 -0.8397E+00
  0.2000E-01  0.2800E+00  0.3052E+00 -0.9523E+00
  0.2000E-01  0.3000E+00  0.2215E+00 -0.9752E+00
  0.2000E-01  0.3200E+00  0.1796E+00 -0.9837E+00
  0.2000E-01  0.3400E+00  0.1544E+00 -0.9880E+00
  0.2000E-01  0.3600E+00  0.1375E+00 -0.9905E+00
  0.2000E-01  0.3800E+00  0.1253E+00 -0.9921E+00
  0.2000E-01  0.4000E+00  0.1160E+00 -0.9933E+00
  0.2000E-01  0.4200E+00  0.1085E+00 -0.9941E+00
  0.2000E-01  0.4400E+00  0.1023E+00 -0.9948E+00
  0.2000E-01  0.4600E+00  0.9699E-01 -0.9953E+00
  0.2000E-01  0.4800E+00  0.9226E-01 -0.9957E+00
  0.2000E-01  0.5000E+00  0.8797E-01 -0.9961E+00
  0.2000E-01  0.5200E+00  0.8399E-01 -0.9965E+00
  0.2000E-01  0.5400E+00  0.8025E-01 -0.9968E+00
  0.2000E-01  0.5600E+00  0.7669E-01 -0.9971E+00
  0.2000E-01  0.5800E+00  0.7330E-01 -0.9973E+00
  0.2000E-01  0.6000E+00  0.7005E-01 -0.9975E+00
  0.2000E-01  0.6200E+00  0.6694E-01 -0.9978E+00
  0.2000E-01  0.6400E+00  0.6397E-01 -0.9980E+00
  0.2000E-01  0.6600E+00  0.6117E-01 -0.9981E+00
  0.2000E-01  0.6800E+00  0.5855E-01 -0.9983E+00
  0.2000E-01  0.7000E+00  0.5613E-01 -0.9984E+00
  0.2000E-01  0.7200E+00  0.5395E-01 -0.9985E+00
