-.0000000000 -.0002591079 .0034438300 .0110828067 .0215804619 .0337830379 .0466915860 .0594861402 .0715011212 .0821955196 .0911280353 .0979382668 .1023329526 .1040760492 .1029816315 .0989088407 .0917582980 .0814695415 .0680191494 .0514192876 .0317164757 .0089904138 -.0166472540 -.0450543306 -.0760596756 -.1094650773 -.1450474070 -.1825610591 -.2217406662 -.2623040632 -.3039554633 -.3463888027 -.3892912016 -.4323464860 -.4752387131 -.5176556415 -.5592920907 -.5998531367 -.6390570950 -.6766382482 -.7123492826 -.7459634041 -.7772761124 -.8061066196 -.8322989062 -.8557224161 -.8762723964 -.8938698970 -.9084614474 -.9200184329 -.9285361985 -.9340329076 -.9365481879 -.9361415960 -.9328909327 -.9268904425 -.9182489273 -.9070878050 -.8935391428 -.8777436898 -.8598489372 -.8400072270 -.8183739334 -.7951057367 -.7703590096 -.7442883366 -.7170451845 -.6887767437 -.6596249620 -.6297257891 -.5992086558 -.5681962079 -.5368043182 -.5051423971 -.4733140206 -.4414178928 -.4095491525 -.3778010276 -.3462668297 -.3150422713 -.2842280676 -.2539327690 -.2242757453 -.1953902136 -.1674261694 -.1405530370 -.1149618060 -.0908663535 -.0685035610 -.0481317116 -.0300264599 -.0144733626 -.0017554446 .0078666371 .0141859505 .0170994453 .0166900457 .0133636425 .0080745227 .0026512837 -.0000000000
-.0002591079 .0039539021 .0081651429 .0137030050 .0206424302 .0285704576 .0369333077 .0451770413 .0527981607 .0593575095 .0644802173 .0678510135 .0692085868 .0683403451 .0650779766 .0592938435 .0508980976 .0398363639 .0260878416 .0096636805 -.0093944864 -.0310159540 -.0551023815 -.0815293152 -.1101478418 -.1407864040 -.1732527910 -.2073363094 -.2428101251 -.2794337607 -.3169557229 -.3551162304 -.3936500063 -.4322890988 -.4707656891 -.5088148487 -.5461772057 -.5826014851 -.6178468886 -.6516852839 -.6839031780 -.7143034530 -.7427068482 -.7689531773 -.7929022743 -.8144346654 -.8334519723 -.8498770509 -.8636538788 -.8747472040 -.8831419731 -.8888425573 -.8918717971 -.8922698894 -.8900931381 -.8854125939 -.8783126051 -.8688893043 -.8572490527 -.8435068658 -.8277848403 -.8102106052 -.7909158159 -.7700347111 -.7477027525 -.7240553660 -.6992268028 -.6733491389 -.6465514336 -.6189590624 -.5906932465 -.5618707928 -.5326040640 -.5030011908 -.4731665386 -.4432014359 -.4132051629 -.3832761959 -.3535136880 -.3240191569 -.2948983350 -.2662631183 -.2382335279 -.2109395739 -.1845228789 -.1591378796 -.1349523809 -.1121471721 -.0909143389 -.0714537921 -.0539673768 -.0386496954 -.0256744368 -.0151745122 -.0072136634 -.0017466714 .0014339435 .0027603148 .0029288729 .0027893559 .0026513109
.0034280291 .0081748226 .0115684190 .0149322296 .0187277463 .0229358015 .0273073510 .0315041053 .0351708863 .0379704589 .0395989517 .0397916203 .0383239909 .0350109148 .0297047857 .0222935146 .0126985240 .0008728603 -.0132005621 -.0295106075 -.0480194948 -.0686643432 -.0913587261 -.1159942648 -.1424422855 -.1705555569 -.2001701146 -.2311071764 -.2631751413 -.2961716631 -.3298857828 -.3641001028 -.3985929805 -.4331407196 -.4675197353 -.5015086692 -.5348904319 -.5674541492 -.5989969931 -.6293258775 -.6582590035 -.6856272386 -.7112753199 -.7350628725 -.7568652367 -.7765741013 -.7940979429 -.8093622733 -.8223096994 -.8328998027 -.8411088476 -.8469293281 -.8503693672 -.8514519805 -.8502142205 -.8467062159 -.8409901240 -.8331390115 -.8232356819 -.8113714677 -.7976450036 -.7821610005 -.7650290365 -.7463623846 -.7262768934 -.7048899403 -.6823194729 -.6586831590 -.6340976592 -.6086780408 -.5825373470 -.5557863356 -.5285333987 -.5008846718 -.4729443362 -.4448151143 -.4165989507 -.3883978625 -.3603149342 -.3324554194 -.3049278990 -.2778454271 -.2513265775 -.2254962835 -.2004863311 -.1764353412 -.1534880314 -.1317935041 -.1115022436 -.0927614310 -.0757080824 -.0604593987 -.0470995832 -.0356623071 -.0261081587 -.0182973092 -.0119605276 -.0066794357 -.0019046594 .0029280540 .0081094327
.0110389489 .0137580195 .0150107548 .0157380626 .0164066593 .0171407539 .0178560160 .0183580669 .0184056839 .0177483689 .0161474610 .0133873241 .0092807627 .0036711595 -.0035672033 -.0125298062 -.0232830660 -.0358657615 -.0502905737 -.0665456704 -.0845963048 -.1043864177 -.1258402435 -.1488639233 -.1733471303 -.1991647104 -.2261783405 -.2542382021 -.2831846675 -.3128499942 -.3430600176 -.3736358372 -.4043954829 -.4351555540 -.4657328192 -.4959457660 -.5256160913 -.5545701208 -.5826401487 -.6096656884 -.6354946255 -.6599842670 -.6830022780 -.7044275021 -.7241506598 -.7420749224 -.7581163577 -.7722042482 -.7842812796 -.7943036027 -.8022407708 -.8080755554 -.8118036475 -.8134332478 -.8129845565 -.8104891693 -.8059893902 -.7995374725 -.7911947990 -.7810310152 -.7691231289 -.7555545909 -.7404143716 -.7237960498 -.7057969295 -.6865172003 -.6660591594 -.6445265087 -.6220237435 -.5986556467 -.5745268999 -.5497418225 -.5244042439 -.4986175149 -.4724846532 -.4461086188 -.4195927037 -.3930410140 -.3665590138 -.3402540882 -.3142360710 -.2886176693 -.2635147006 -.2390460390 -.2153331493 -.1924990586 -.1706665935 -.1499556727 -.1304794107 -.1123387459 -.0956152650 -.0803618682 -.0665909404 -.0542598411 -.0432539658 -.0333686879 -.0242936864 -.0156069983 -.0067906844 .0027223194 .0134980411
.0215405926 .0208207795 .0189896309 .0166100659 .0140224935 .0113610743 .0086084997 .0056519187 .0023271468 -.0015503226 -.0061650937 -.0116894102 -.0182759380 -.0260539558 -.0351277103 -.0455761225 -.0574533233 -.0707896894 -.0855931714 -.1018507851 -.1195301856 -.1385812749 -.1589378124 -.1805190091 -.2032310941 -.2269688469 -.2516170892 -.2770521339 -.3031431894 -.3297537167 -.3567427388 -.3839661007 -.4112776808 -.4385305518 -.4655780917 -.4922750442 -.5184785288 -.5440489992 -.5688511503 -.5927547714 -.6156355462 -.6373757957 -.6578651630 -.6770012372 -.6946901134 -.7108468858 -.7253960706 -.7382719554 -.7494188722 -.7587913923 -.7663544388 -.7720833178 -.7759636662 -.7779913164 -.7781720814 -.7765214602 -.7730642701 -.7678342104 -.7608733639 -.7522316460 -.7419662093 -.7301408163 -.7168251899 -.7020943584 -.6860280040 -.6687098325 -.6502269768 -.6306694472 -.6101296425 -.5887019319 -.5664823172 -.5435681818 -.5200581288 -.4960519065 -.4716504150 -.4469557810 -.4220714818 -.3971024909 -.3721554104 -.3473385456 -.3227618666 -.2985367915 -.2747757115 -.2515911703 -.2290945874 -.2073944091 -.1865935468 -.1667859492 -.1480521393 -.1304535326 -.1140253594 -.0987680372 -.0846369336 -.0715306561 -.0592784039 -.0476276066 -.0362340666 -.0246576812 -.0123657692 .0012616978 .0169533401
.0338622421 .0290135334 .0235312847 .0176981560 .0117125339 .0056645116 -.0004511916 -.0067091816 -.0132268750 -.0201425823 -.0275992533 -.0357332859 -.0446673141 -.0545059217 -.0653334218 -.0772130550 -.0901871396 -.1042778460 -.1194883655 -.1358043164 -.1531952774 -.1716163730 -.1910098587 -.2113066719 -.2324279219 -.2542863064 -.2767874426 -.2998311096 -.3233123995 -.3471227799 -.3711510696 -.3952843343 -.4194087073 -.4434101434 -.4671751125 -.4905912420 -.5135479139 -.5359368257 -.5576525191 -.5785928838 -.5986596397 -.6177588007 -.6358011216 -.6527025287 -.6683845340 -.6827746286 -.6958066554 -.7074211545 -.7175656779 -.7261950688 -.7332716995 -.7387656630 -.7426549149 -.7449253591 -.7455708770 -.7445932960 -.7420022977 -.7378152659 -.7320570774 -.7247598386 -.7159625744 -.7057108759 -.6940565154 -.6810570395 -.6667753489 -.6512792793 -.6346411910 -.6169375814 -.5982487284 -.5786583728 -.5582534467 -.5371238482 -.5153622635 -.4930640278 -.4703270160 -.4472515440 -.4239402580 -.4004979804 -.3770314754 -.3536490876 -.3304602008 -.3075744562 -.2851006600 -.2631453039 -.2418106138 -.2211920353 -.2013750579 -.1824312778 -.1644135984 -.1473504804 -.1312391749 -.1160379292 -.1016572500 -.0879504777 -.0747041734 -.0616291374 -.0483531038 -.0344158379 -.0192655066 -.0022503417 .0174082448
.0471178580 .0378646438 .0284423544 .0189483897 .0094642012 .0000239552 -.0093905654 -.0188412279 -.0284198144 -.0382342418 -.0483969440 -.0590160445 -.0701891803 -.0819995476 -.0945136823 -.1077805363 -.1218314853 -.1366809838 -.1523276496 -.1687556159 -.1859360280 -.2038285982 -.2223831520 -.2415411203 -.2612369461 -.2813993833 -.3019526760 -.3228176122 -.3439124510 -.3651537280 -.3864569447 -.4077371531 -.4289094462 -.4498893667 -.4705932490 -.4909385064 -.5108438783 -.5302296493 -.5490178524 -.5671324657 -.5844996129 -.6010477728 -.6167080044 -.6314141896 -.6451032955 -.6577156561 -.6691952697 -.6794901100 -.6885524446 -.6963391558 -.7028120557 -.7079381898 -.7116901207 -.7140461848 -.7149907164 -.7145142322 -.7126135720 -.7092919932 -.7045592157 -.6984314182 -.6909311880 -.6820874261 -.6719352141 -.6605156485 -.6478756503 -.6340677571 -.6191499071 -.6031852222 -.5862417965 -.5683924955 -.5497147677 -.5302904672 -.5102056818 -.4895505559 -.4684190934 -.4469089179 -.4251209636 -.4031590627 -.3811293906 -.3591397230 -.3372984541 -.3157133234 -.2944897883 -.2737289858 -.2535252173 -.2339628959 -.2151128980 -.1970282657 -.1797392232 -.1632474885 -.1475198987 -.1324814240 -.1180077223 -.1039175004 -.0899650717 -.0758335898 -.0611293656 -.0453771925 -.0280154021 -.0083874466 .0142744413
.0606205035 .0469157581 .0334478819 .0202001273 .0071699832 -.0056577988 -.0183218248 -.0308838607 -.0434230121 -.0560279611 -.0687894113 -.0817937753 -.0951184402 -.1088285778 -.1229752953 -.1375948675 -.1527087969 -.1683244763 -.1844362650 -.2010268262 -.2180686055 -.2355253569 -.2533536475 -.2715042879 -.2899236523 -.3085548648 -.3273388373 -.3462151525 -.3651227945 -.3840007305 -.4027883556 -.4214258131 -.4398542056 -.4580157143 -.4758536443 -.4933124132 -.5103375018 -.5268753827 -.5428734428 -.5582799137 -.5730438224 -.5871149719 -.6004439604 -.6129822436 -.6246822451 -.6354975146 -.6453829344 -.6542949699 -.6621919607 -.6690344453 -.6747855133 -.6794111751 -.6828807419 -.6851672062 -.6862476143 -.6861034220 -.6847208261 -.6820910660 -.6782106887 -.6730817750 -.6667121248 -.6591154009 -.6503112329 -.6403252845 -.6291892873 -.6169410472 -.6036244266 -.5892893080 -.5739915415 -.5577928767 -.5407608792 -.5229688229 -.5044955518 -.4854252939 -.4658474091 -.4458560446 -.4255496668 -.4050304350 -.3844033744 -.3637753069 -.3432534899 -.3229439183 -.3029492401 -.2833662418 -.2642828616 -.2457746985 -.2279009915 -.2107000631 -.1941842351 -.1783342571 -.1630933216 -.1483607897 -.1339858072 -.1197610577 -.1054169488 -.0906165228 -.0749512633 -.0579376445 -.0390137474 -.0175348490 .0072324448
.0738488740 .0557662580 .0382594732 .0212462353 .0046692219 -.0115238151 -.0273905638 -.0429972928 -.0584173223 -.0737271815 -.0890021223 -.1043119868 -.1197179215 -.1352701019 -.1510064353 -.1669521185 -.1831198827 -.1995107607 -.2161152189 -.2329145195 -.2498822024 -.2669855931 -.2841872699 -.3014464347 -.3187201511 -.3359644244 -.3531351104 -.3701886455 -.3870826033 -.4037760829 -.4202299430 -.4364068969 -.4522714879 -.4677899634 -.4829300709 -.4976607944 -.5119520541 -.5257743881 -.5390986337 -.5518956268 -.5641359326 -.5757896213 -.5868260973 -.5972139923 -.6069211254 -.6159145338 -.6241605758 -.6316251028 -.6382736984 -.6440719776 -.6489859404 -.6529823711 -.6560292736 -.6580963337 -.6591553976 -.6591809577 -.6581506342 -.6560456461 -.6528512622 -.6485572267 -.6431581535 -.6366538871 -.6290498274 -.6203572184 -.6105934005 -.5997820288 -.5879532581 -.5751438947 -.5613975160 -.5467645519 -.5313023267 -.5150750463 -.4981537218 -.4806160063 -.4625459233 -.4440334559 -.4251739629 -.4060673842 -.3868171934 -.3675290550 -.3483091439 -.3292620858 -.3104884830 -.2920819953 -.2741259558 -.2566895144 -.2398233160 -.2235547413 -.2078827609 -.1927724817 -.1781494995 -.1638942092 -.1498362640 -.1357494088 -.1213469300 -.1062779350 -.0901245934 -.0724003126 -.0525486909 -.0299431995 -.0038883652
.0864097748 .0640811138 .0426054641 .0218669707 .0017760557 -.0177438511 -.0367646294 -.0553572248 -.0735920696 -.0915375257 -.1092574848 -.1268089156 -.1442398304 -.1615878944 -.1788797333 -.1961308906 -.2133463362 -.2305213999 -.2476430077 -.2646911029 -.2816401513 -.2984606463 -.3151205460 -.3315865917 -.3478254707 -.3638047987 -.3794939107 -.3948644546 -.4098907928 -.4245502206 -.4388230169 -.4526923454 -.4661440267 -.4791662039 -.4917489254 -.5038836668 -.5155628167 -.5267791460 -.5375252828 -.5477932102 -.5575738043 -.5668564265 -.5756285815 -.5838756513 -.5915807124 -.5987244389 -.6052850964 -.6112386243 -.6165588052 -.6212175170 -.6251850614 -.6284305617 -.6309224203 -.6326288263 -.6335183039 -.6335602892 -.6327257257 -.6309876690 -.6283218896 -.6247074670 -.6201273667 -.6145689944 -.6080247230 -.6004923884 -.5919757520 -.5824849267 -.5720367651 -.5606552068 -.5483715792 -.5352248465 -.5212617948 -.5065371411 -.4911135461 -.4750615079 -.4584591071 -.4413915711 -.4239506188 -.4062335448 -.3883420029 -.3703804443 -.3524541738 -.3346669881 -.3171183716 -.2999002332 -.2830931827 -.2667623625 -.2509528667 -.2356848081 -.2209481107 -.2066971420 -.1928453210 -.1792598724 -.1657569217 -.1520971446 -.1379821851 -.1230520365 -.1068835339 -.0889900583 -.0688225684 -.0457722829 -.0191758781
